520594,592605
564741,209645
649269,42531
523226,554376
508929,803814
544042,334157
572970,175836
506051,868379
516520,658166
551995,278203
502126,966198
518387,627162
549165,296774
547027,311803
507118,843797
514032,702304
522553,563875
664910,33103
568841,191932
524006,543514
526794,506835
506052,868368
506971,847025
515342,678623
505726,876139
521984,571997
520198,598632
563892,213590
518497,625404
512738,726508
514738,689426
544264,332495
535302,411366
558110,242546
546555,315209
509219,797544
604371,93889
506454,858879
589666,124906
531693,449072
559345,235960
517454,642403
513047,720567
513858,705534
519870,603692
528302,488137
578285,157370
625730,63515
516041,666326
518883,619226
532186,443613
520257,597717
603069,96225
608450,86940
651929,40725
530625,460976
553508,268875
553214,270671
540500,363254
538137,384248
510892,762889
538833,377941
551890,278878
572755,176615
506412,860008
502967,944392
519571,608395
561450,225283
645728,45095
544090,333798
518476,625733
501037,995584
526853,506135
558952,238050
522972,557943
524938,530978
517949,634244
572616,177168
609541,85200
502630,953043
525484,523661
500902,999295
507246,840803
502312,961490
529685,471747
538523,380705
504275,911180
544046,334149
529065,478992
545133,325789
543826,335884
533760,426976
511582,749007
516000,667067
519623,607586
515599,674054
569675,188534
522464,565185
573988,172090
608052,87592
504424,907432
760841,8912
503590,928318
511138,757917
513153,718693
546566,315141
512645,728326
541647,353492
517695,638429
518280,628892
505672,877286
518778,620895
537959,385878
534113,423311
517997,633501
505360,884833
505416,883402
500894,999665
513697,708395
523667,548142
511205,756491
501340,987352
510705,766520
520647,591775
507563,833758
507108,843890
503698,925551
616598,74816
517187,646942
541481,354923
555638,256291
517942,634470
503494,930904
586071,134221
551304,282663
501394,986070
590176,123636
590164,123678
528841,481717
534137,423076
506145,866246
604697,93313
509880,783632
546304,317066
527103,502977
583545,141272
618938,71708
518975,617748
521362,581190
568382,193824
515131,682368
541712,352956
541905,351375
526909,505362
504518,905165
588188,128645
553787,267143
577965,158409
528754,482776
518282,628896
528547,485233
522574,563606
595655,111001
593445,115920
540237,365510
502374,959724
503184,938763
503520,930044
501956,970959
504176,913658
621790,68117
501253,989729
522288,567697
508163,820427
634794,54236
549938,291557
589646,124961
536130,403177
535899,405421
535417,410233
508403,815111
563974,213176
610879,83099
500934,998588
526263,513640
587733,129817
921851,1820
550539,287584
548820,299160
506386,860621
525059,529258
521017,586297
502616,953406
532410,441234
501386,986217
509957,781938
530595,461247
512277,735424
581722,146623
507288,839838
526494,510667
503327,935085
512167,737523
548204,303455
501145,992779
628739,60240
503174,939095
509370,794368
527189,501825
530798,459028
505363,884641
526364,512287
507499,835165
547590,307723
577304,160587
512300,735043
527887,493289
595785,110717
547772,306480
546089,318593
571911,179810
566799,200531
546580,314999
567622,197020
548487,301465
559000,237808
586923,131944
505449,882527
530003,468117
513541,711319
578628,156240
502162,965452
501148,992756
532715,437959
512046,739938
519196,614249
537356,391496
626418,62746
514806,688215
616091,75501
505412,883573
522910,558824
511061,759371
573489,173913
505089,891351
512693,727464
576051,164833
508529,812317
524243,540320
514257,698061
620952,69149
529694,471673
577753,159092
533653,428134
606608,89997
513557,711061
510081,779403
566155,203327
509187,798176
515963,667688
517833,636120
584913,137410
563034,217615
523038,556887
515991,667229
515708,672276
545187,325361
573985,172115
725685,13846
